_neutral,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,eyeBlinkLeft,eyeBlinkRight,eyeLookDownLeft,eyeLookDownRight,eyeLookInLeft,eyeLookInRight,eyeLookOutLeft,eyeLookOutRight,eyeLookUpLeft,eyeLookUpRight,eyeSquintLeft,eyeSquintRight,eyeWideLeft,eyeWideRight,jawForward,jawLeft,jawOpen,jawRight,mouthClose,mouthDimpleLeft,mouthDimpleRight,mouthFrownLeft,mouthFrownRight,mouthFunnel,mouthLeft,mouthLowerDownLeft,mouthLowerDownRight,mouthPressLeft,mouthPressRight,mouthPucker,mouthRight,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthSmileLeft,mouthSmileRight,mouthStretchLeft,mouthStretchRight,mouthUpperUpLeft,mouthUpperUpRight,noseSneerLeft,noseSneerRight,__TARGET__
3.0458340916084126e-06,0.03488180786371231,0.02202005498111248,0.00412976136431098,0.15425094962120056,0.08133751153945923,1.7294065401074477e-05,2.356466950459435e-07,6.498406150967639e-07,0.18219326436519623,0.17166593670845032,0.19432489573955536,0.1953602135181427,0.0029560315888375044,0.4608527421951294,0.42469120025634766,0.009605727158486843,0.044503066688776016,0.043659843504428864,0.22657333314418793,0.25770461559295654,0.003976698499172926,0.004053327254951,6.393579042196507e-06,0.001281651551835239,0.02076546661555767,8.65142501424998e-05,0.0013067519757896662,0.007944609969854355,0.0032904951367527246,0.000999899348244071,0.0013210694305598736,5.7370911235921085e-05,9.018771379487589e-05,7.488970732083544e-05,5.950923150521703e-05,0.1680314838886261,0.03229284659028053,0.003860270604491234,0.03015068732202053,0.38802826404571533,0.23055635392665863,0.4963926672935486,0.0426783561706543,0.00014814229507464916,5.9959762438666075e-05,0.001340861083008349,0.0012174486182630062,7.126526907086372e-05,6.582201604032889e-05,7.387347977783065e-07,8.197324632419623e-07,neutro
2.4247426608781097e-06,0.03511765971779823,0.025522325187921524,0.002310533309355378,0.15723402798175812,0.0691172406077385,1.446382339054253e-05,1.390427257774718e-07,4.644600153369538e-07,0.20248359441757202,0.20449091494083405,0.20610922574996948,0.21326810121536255,0.005371518433094025,0.32419222593307495,0.3082296848297119,0.015993401408195496,0.041547611355781555,0.038569338619709015,0.2368423491716385,0.2331244796514511,0.0035671433433890343,0.002975133014842868,6.151620254968293e-06,0.0017160461284220219,0.014074738137423992,3.974014180130325e-05,0.0010622860863804817,0.006310290656983852,0.0032948064617812634,0.001081719878129661,0.0014349689008668065,5.667336517944932e-05,0.00018059572903439403,7.36780566512607e-05,4.959010038874112e-05,0.18096502125263214,0.058933161199092865,0.0024489208590239286,0.011525759473443031,0.22746171057224274,0.15108799934387207,0.4962711036205292,0.035987719893455505,0.00022035451547708362,0.000101919133157935,0.0016118985367938876,0.001572218257933855,9.518836304778233e-05,0.00010867262608371675,7.230493679344363e-07,7.108076829354104e-07,neutro
2.706395889617852e-06,0.023070642724633217,0.01734156720340252,0.004608136601746082,0.19192931056022644,0.08065109699964523,1.4589237252948806e-05,1.7324191503576003e-07,5.160118234925903e-07,0.19652554392814636,0.2013915628194809,0.25142788887023926,0.2515542507171631,0.005629475228488445,0.3323965072631836,0.31131961941719055,0.014723743312060833,0.033541131764650345,0.030965009704232216,0.21227675676345825,0.22266466915607452,0.0037664691917598248,0.0033821018878370523,5.850637535331771e-06,0.0013840650208294392,0.013219866901636124,3.954054045607336e-05,0.0009920288575813174,0.007555273827165365,0.0032349436078220606,0.0017338860780000687,0.0023510653991252184,4.588525553117506e-05,0.00011591536895139143,6.754591595381498e-05,4.5787870476488024e-05,0.22592368721961975,0.06276893615722656,0.0015943206381052732,0.01680086739361286,0.206244558095932,0.10977570712566376,0.5813727378845215,0.04814574494957924,0.0004067665431648493,0.00018453842494636774,0.0024015798699110746,0.002291071927174926,0.00017318312893621624,0.00018555152928456664,8.590239417571865e-07,8.80967320426862e-07,neutro
2.6148370579903712e-06,0.020419368520379066,0.023189634084701538,0.007746786344796419,0.19572047889232635,0.06378956139087677,1.526306732557714e-05,1.6976980532490415e-07,4.930336672259727e-07,0.20203465223312378,0.21780359745025635,0.32395341992378235,0.3073720932006836,0.0061752572655677795,0.3021140396595001,0.296061247587204,0.017653150483965874,0.02570710889995098,0.022386400029063225,0.17904965579509735,0.1868739277124405,0.004264823626726866,0.00337119004689157,4.5053484427626245e-06,0.0018934339750558138,0.013157064095139503,3.206166365998797e-05,0.0007775001577101648,0.008161067962646484,0.0034755177330225706,0.001158213708549738,0.0015577784506604075,4.1735213017091155e-05,0.00016420171596109867,5.701291229343042e-05,3.6153167457086965e-05,0.22685837745666504,0.062109462916851044,0.0017806164687499404,0.01592036336660385,0.23913340270519257,0.13729582726955414,0.6763368844985962,0.07702133059501648,0.00043613684829324484,0.00018267377163283527,0.0020760216284543276,0.0015656219329684973,0.00025965587701648474,0.0002686567313503474,8.88584054337116e-07,8.855977284838445e-07,neutro
3.2635762181598693e-06,0.02018304169178009,0.017607556656003,0.010781669057905674,0.18704980611801147,0.07369907200336456,1.4084312169870827e-05,2.2742199234926375e-07,5.557734539252124e-07,0.23285676538944244,0.22822771966457367,0.2981773614883423,0.2847925126552582,0.005173671990633011,0.34463047981262207,0.3303128182888031,0.015440218150615692,0.027958281338214874,0.027956122532486916,0.17340590059757233,0.20548276603221893,0.003456549486145377,0.0032164722215384245,3.915086381311994e-06,0.0014264495112001896,0.014650541357696056,5.149257412995212e-05,0.0008416104246862233,0.009379320777952671,0.00359418336302042,0.001189950853586197,0.0017413889290764928,4.520015500020236e-05,0.00011125092714792117,4.9566413508728147e-05,3.13648342853412e-05,0.2017870545387268,0.051777422428131104,0.002209992380812764,0.026504581794142723,0.2684136927127838,0.1270497441291809,0.753821849822998,0.11330544948577881,0.00039580281008966267,0.00017750058032106608,0.001618364010937512,0.0019355188123881817,0.00029249535873532295,0.0002782444062177092,8.855039936861431e-07,9.339548796560848e-07,neutro
2.9252896638354287e-06,0.04240994155406952,0.03092169389128685,0.0024103124160319567,0.14408276975154877,0.0677422285079956,1.3359283002500888e-05,1.5248589591010386e-07,5.173461659069289e-07,0.20906132459640503,0.21616418659687042,0.28198111057281494,0.27550002932548523,0.0037689500022679567,0.383836954832077,0.35935157537460327,0.012972882948815823,0.028436170890927315,0.02452443353831768,0.19937415421009064,0.19906659424304962,0.003558030817657709,0.0028112796135246754,5.387534201872768e-06,0.0012953942641615868,0.01252357941120863,4.792654362972826e-05,0.0009773244382813573,0.006172211840748787,0.003100927686318755,0.0015759863890707493,0.0021384088322520256,5.470032192533836e-05,9.415648673893884e-05,5.284307189867832e-05,3.4114687878172845e-05,0.1826116144657135,0.05274107679724693,0.0024670977145433426,0.02612101286649704,0.17372100055217743,0.09365034848451614,0.6138264536857605,0.058626897633075714,0.0003039017610717565,0.00014907540753483772,0.0020534817595034838,0.002142186975106597,0.0001704957103356719,0.00020457575737964362,8.97769780294766e-07,8.682939096615883e-07,neutro
2.673174776646192e-06,0.03305025398731232,0.024554625153541565,0.00234237895347178,0.19395284354686737,0.07908865064382553,1.466273079131497e-05,1.6039486183672125e-07,4.949170602230879e-07,0.2101857215166092,0.21799211204051971,0.22662995755672455,0.23049715161323547,0.003853666363283992,0.3831549882888794,0.3577239513397217,0.013403304852545261,0.035737935453653336,0.03322471305727959,0.20977365970611572,0.23059144616127014,0.0032914350740611553,0.0027195459697395563,5.1670108405232895e-06,0.0014499066164717078,0.015355676412582397,4.786442150361836e-05,0.0011095606023445725,0.005568675231188536,0.0035324119962751865,0.0015630361158400774,0.0019128716085106134,5.161528679309413e-05,0.00014154166274238378,6.24575768597424e-05,3.898405338986777e-05,0.15893228352069855,0.05189924314618111,0.0027096278499811888,0.016098039224743843,0.2540544867515564,0.13803474605083466,0.6113753914833069,0.054515548050403595,0.00022077071480453014,0.00010457717871759087,0.0020774907898157835,0.0015786935109645128,0.000123525969684124,0.0001549812004668638,6.875521307847521e-07,7.403513109238702e-07,neutro
2.576716724433936e-06,0.03644462302327156,0.02643529139459133,0.002221844857558608,0.14517085254192352,0.06344281136989594,1.2937935025547631e-05,1.2813748639928235e-07,4.133011373141926e-07,0.24763719737529755,0.25247514247894287,0.19600720703601837,0.21531328558921814,0.0072935884818434715,0.26457613706588745,0.26938268542289734,0.020925430580973625,0.04527364298701286,0.03951362520456314,0.2577834129333496,0.22953318059444427,0.0029318975284695625,0.00197451189160347,4.802682269655634e-06,0.0019260452827438712,0.01558625977486372,3.257922435295768e-05,0.0013459090841934085,0.005094870459288359,0.0026674976106733084,0.0015626595122739673,0.002245347248390317,4.997988071409054e-05,0.00019587182032410055,6.402745202649385e-05,4.04092606913764e-05,0.1330646425485611,0.05307146534323692,0.002563766436651349,0.009022061713039875,0.23206843435764313,0.14189213514328003,0.5990509390830994,0.04181445389986038,0.00015794600767549127,7.804431515978649e-05,0.001419096370227635,0.0021372889168560505,0.0001206235247082077,0.00015060458099469543,6.416195219571819e-07,6.686870506200648e-07,neutro
2.6662496566132177e-06,0.036267105489969254,0.02702987939119339,0.00337642477825284,0.11300143599510193,0.0580490306019783,1.4988683687988669e-05,1.3896040229610662e-07,4.241793192250043e-07,0.23234134912490845,0.2580662667751312,0.23621217906475067,0.24974554777145386,0.009829656220972538,0.22164316475391388,0.23823149502277374,0.025433458387851715,0.03959538787603378,0.032282061874866486,0.24906432628631592,0.20977109670639038,0.003470804076641798,0.0020314769353717566,4.228294073982397e-06,0.002439911710098386,0.017630334943532944,2.4865768864401616e-05,0.0012993768323212862,0.005524785257875919,0.002316569210961461,0.0016884210053831339,0.002316785277798772,3.8972862967057154e-05,0.00029151482158340514,5.988741759210825e-05,3.655462569440715e-05,0.1583389788866043,0.05368736758828163,0.00168312294408679,0.005714069120585918,0.31545665860176086,0.21412667632102966,0.6527116298675537,0.05312480032444,0.00021607836242765188,9.270287409890443e-05,0.0020453035831451416,0.0018259151838719845,0.00015600571350660175,0.00018448878836352378,5.342483291315148e-07,6.864016768304282e-07,neutro
2.539191882533487e-06,0.028064602985978127,0.02177288942039013,0.005831558257341385,0.14128918945789337,0.06243925541639328,1.3420358300209045e-05,1.2421166672993422e-07,3.514294348860858e-07,0.2748613953590393,0.29733458161354065,0.2943442463874817,0.2958250939846039,0.010614040307700634,0.2142697274684906,0.2271164506673813,0.025365835055708885,0.030191149562597275,0.025085801258683205,0.237125426530838,0.20315836369991302,0.0027987537905573845,0.0016051380662247539,4.203807293379214e-06,0.0021934479009360075,0.012500808574259281,2.0589071937138215e-05,0.000926863809581846,0.006015342194586992,0.0030386701691895723,0.0016803705366328359,0.0023110948968678713,4.085251930519007e-05,0.0003303054254502058,5.455960490508005e-05,3.119819302810356e-05,0.2009197324514389,0.08064233511686325,0.0012105826754122972,0.004695297684520483,0.20362646877765656,0.11987409740686417,0.6710912585258484,0.062380507588386536,0.0004628924943972379,0.00020939855312462896,0.002348600421100855,0.0021002807188779116,0.00023658541613258421,0.00027577689616009593,6.144023814158572e-07,6.983742082411482e-07,neutro
3.0041721856832737e-06,0.027693666517734528,0.02167380414903164,0.00825128611177206,0.1349487602710724,0.06360558420419693,1.6317791960318573e-05,1.9109165805275552e-07,4.6428553446276055e-07,0.21374645829200745,0.2239263951778412,0.2790861129760742,0.27681100368499756,0.011251534335315228,0.21080909669399261,0.22002768516540527,0.025623366236686707,0.03159965202212334,0.02682516723871231,0.20722933113574982,0.1834716945886612,0.00399555079638958,0.0030714792665094137,3.9436745282728225e-06,0.0017783701186999679,0.014704952947795391,2.4891392968129367e-05,0.0008831396698951721,0.005476800724864006,0.0027534763794392347,0.0027122071478515863,0.003682563779875636,2.894705357903149e-05,0.00014626146003138274,6.118522287579253e-05,3.409683267818764e-05,0.22668209671974182,0.07690884172916412,0.0008309800177812576,0.011553231626749039,0.2921821177005768,0.17001500725746155,0.7410311698913574,0.0842462107539177,0.0005100310081616044,0.00022374786203727126,0.0034824940375983715,0.002608834533020854,0.0003411723882891238,0.00036692782305181026,6.749608019163134e-07,9.54377583184396e-07,neutro
